"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","VersionLastChanged","CHNG_TYPE","DefinitionDescription","STATUS","CONSUMER_NAME","CLASSTYPE","FORMULA","EXMPL_ANSWERS","SURVEY_QUEST_TEXT","SURVEY_QUEST_SRC","UNITSREQUIRED","RELATEDNAMES2","SHORTNAME","ORDER_OBS","HL7_FIELD_SUBFIELD_ID","EXTERNAL_COPYRIGHT_NOTICE","EXAMPLE_UNITS","LONG_COMMON_NAME","EXAMPLE_UCUM_UNITS","STATUS_REASON","STATUS_TEXT","CHANGE_REASON_PUBLIC","COMMON_TEST_RANK","COMMON_ORDER_RANK","HL7_ATTACHMENT_STRUCTURE","EXTERNAL_COPYRIGHT_LINK","PanelType","AskAtOrderEntry","AssociatedObservations","VersionFirstReleased","ValidHL7AttachmentRequest","DisplayName"
"624-7","Bacteria","Prid","Pt","Sputum","Nom","Respiratory culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lower respiratory; Lung; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Resp Cult; Respiratory; Spt; Sputum; UniversalLabOrders","Bacteria Spt Resp Cult","Both","","","","Bacteria identified in Sputum by Respiratory culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","319","38","","","","","","1.0","","Bacteria identified Respiratory culture Nom (Sput)"
"625-4","Bacteria","Prid","Pt","Stool","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; Bowel movement; C&S; Cult; Cultures; Faecal; Faeces; Fecal; Feces; Gastro; Gastroenterology; GI; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Stl; Stool = Fecal; UniversalLabOrders","Bacteria Stl Cult","Both","","","","Bacteria identified in Stool by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","401","51","","","","","","1.0","","Bacteria identified Cx Nom (Stl)"
"62580-6","PhenX - oral health - consumption of sweet beverages protocol 080201","-","Pt","^Patient","-","PhenX","PANEL.PHENX","2.66","NAM","These parent-report questions provide information on the amount of concentrated sweets a 3-to-5-year-old child consumed during the past week.","TRIAL","","2","","","","PX080201","N","Oral consumption sweet bev proto; Pan; Panel; PANEL.PHENX; Panl; Pnl; Point in time; Random","Oral consumption sweet bev proto","","","","","PhenX - oral health - consumption of sweet beverages protocol 080201","","","","Updated the PhenX ID from ""PhenX.<ID>"" to ""PX<ID>"" in Survey Question Source field to align with the variable identifier used in the PhenX Toolkit.; Added the PhenX protocol ID to the Component to clearly define the protocol version for which this panel is based upon.","0","0","","","Panel","","","2.36","",""
"62600-2","PhenX - oral health - presence of dental fluorosis protocol 081201","-","Pt","^Patient","-","PhenX","PANEL.PHENX","2.66","NAM","The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. Obtaining the Tooth Surface Index of Fluorosis (TSIF) requires a clinical examination by a trained dental professional, either a dentist or dental hygienist. Note from PhenX Oral Health Working Group (WG): There are laptop programs that can be used with this protocol, and the Oral Health WG recommends such a system as it does notify the recorder of correctable errors. An example of a paper data recording form is included as part of this protocol so that the user can see the format of such a data entry system. It also is advisable to have paper forms on hand in case of an electrical failure or some other problem that prohibits use of the electronic data entry system. The WG also recommends that when interested in the visible buccal/facial surfaces of the anterior teeth only, the lingual surfaces should not be scored.","TRIAL","","2","","","","PX081201","N","Oral dental fluorosis proto; Pan; Panel; PANEL.PHENX; Panl; Pnl; Point in time; Random","Oral dental fluorosis proto","","","","","PhenX - oral health - presence of dental fluorosis protocol 081201","","","","Updated the PhenX ID from ""PhenX.<ID>"" to ""PX<ID>"" in Survey Question Source field to align with the variable identifier used in the PhenX Toolkit.; Added the PhenX protocol ID to the Component to clearly define the protocol version for which this panel is based upon.","0","0","","","Panel","","","2.36","",""
"626-2","Bacteria","Prid","Pt","Thrt","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Throat; UniversalLabOrders; Upper respiratory","Bacteria Throat Cult","Both","","","","Bacteria identified in Throat by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","1026","0","","","","","","1.0","","Bacteria identified Cx Nom (Throat)"
"627-0","Bacteria","Prid","Pt","Tiss","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Tissue; Tissue, unspecified; UniversalLabOrders","Bacteria Tiss Aerobe Cult","Both","","","","Bacteria identified in Tissue by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","630","0","","","","","","1.0","","Bacteria identified Aer cx Nom (Tiss)"
"628-8","Bacteria","Prid","Pt","Tiss","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Tissue; Tissue, unspecified","Bacteria Tiss Anaerobe Cult","Both","","","","Bacteria identified in Tissue by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","5762","0","","","","","","1.0","","Bacteria identified Anaer cx Nom (Tiss)"
"629-6","Bacteria","Prid","Pt","Ulc","Nom","Aerobic culture","MICRO","2.78","NAM","","DEPRECATED","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Ulcer","Deprecated Bacteria Ulcer Aerobe Cult","Both","","","","Deprecated Bacteria identified in Ulcer by Aerobe culture","","Ambiguous","Deprecated because the System ""Ulc"" (for ulcer) is not well-defined; the wound term may be used in its place.","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","1.0","","Bacteria identified Aer cx Nom (Ulcer)"
"6298-4","Potassium","SCnc","Pt","Bld","Qn","","CHEM","2.73","MIN","","ACTIVE","","1","","","","","Y","Blood; Chemistry; k; K+; Level; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Substance concentration; UniversalLabOrders; WB; Whole blood","Potassium Bld-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Blood","mmol/L","","","","219","63","","","","","","1.0f","","Potassium (Bld) [Moles/Vol]"
"630-4","Bacteria","Prid","Pt","Urine","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; UA; UniversalLabOrders; UR; Urn","Bacteria Ur Cult","Both","","","","Bacteria identified in Urine by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","78","10","","","","","","1.0","","Bacteria identified Cx Nom (U)"
"631-2","Bacteria","Prid","Pt","Unk sub","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Unknown substance; Usub","Bacteria Usub Aerobe Cult","Both","","","","Bacteria identified in Unknown substance by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","1071","0","","","","","","1.0","","Bacteria identified Aer cx Nom (Unknown substance)"
"632-0","Bacteria","Prid","Pt","Wound","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Wnd","Bacteria Wnd Aerobe Cult","Both","","","","Bacteria identified in Wound by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","515","0","","","","","","1.0","","Bacteria identified Aer cx Nom (Wound)"
"633-8","Bacteria","Prid","Pt","Wound","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Wnd","Bacteria Wnd Anaerobe Cult","Both","","","","Bacteria identified in Wound by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","477","0","","","","","","1.0","","Bacteria identified Anaer cx Nom (Wound)"
"634-6","Bacteria","Prid","Pt","XXX","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Nominal; Other; Point in time; Random; Spec; To be specified in another part of the message; UniversalLabOrders; Unspecified","Bacteria Spec Aerobe Cult","Both","","","","Bacteria identified in Specimen by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","480","35","","","","","","1.0","","Bacteria identified Aer cx Nom (Specimen)"
"635-3","Bacteria","Prid","Pt","XXX","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Nominal; Other; Point in time; Random; Spec; To be specified in another part of the message; UniversalLabOrders; Unspecified","Bacteria Spec Anaerobe Cult","Both","","","","Bacteria identified in Specimen by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","391","59","","","","","","1.0","","Bacteria identified Anaer cx Nom (Specimen)"
"636-1","Bacteria","Prid","Pt","XXX","Nom","Sterile body fluid culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; BFld Cult; bod; Bodies; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Nominal; Other; Point in time; Random; Spec; To be specified in another part of the message; Unspecified","Bacteria Spec BFld Cult","Both","","","","Bacteria identified in Specimen by Sterile body fluid culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","843","0","","","","","","1.0","","Bacteria identified Sterile body fluid culture Nom (Specimen)"
"6459-2","Bacteria","Prid","Pt","Food","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; Food sample; Foods; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Food Cult","Both","","","","Bacteria identified in Food by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","1.0f","","Bacteria identified Cx Nom (Food)"
"6460-0","Bacteria","Prid","Pt","Sputum","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lower respiratory; Lung; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Respiratory; Spt; Sputum; UniversalLabOrders","Bacteria Spt Cult","Both","","","","Bacteria identified in Sputum by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","3106","0","","","","","","1.0f","","Bacteria identified Cx Nom (Sput)"
"6461-8","Bacteria","Prid","Pt","Stool","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Bowel movement; C&S; Cult; Cultures; Faecal; Faeces; Fecal; Feces; Gastro; Gastroenterology; GI; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Stl; Stool = Fecal","Bacteria Stl Anaerobe Cult","Both","","","","Bacteria identified in Stool by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","19486","0","","","","","","1.0f","","Bacteria identified Anaer cx Nom (Stl)"
"6462-6","Bacteria","Prid","Pt","Wound","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; UniversalLabOrders; Wnd","Bacteria Wnd Cult","Both","","","","Bacteria identified in Wound by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","457","12","","","","","","1.0f","","Bacteria identified Cx Nom (Wound)"
"6463-4","Bacteria","Prid","Pt","XXX","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Nominal; Other; Point in time; Random; Spec; To be specified in another part of the message; UniversalLabOrders; Unspecified","Bacteria Spec Cult","Both","","","","Bacteria identified in Specimen by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","193","0","","","","","","1.0f","","Bacteria identified Cx Nom (Specimen)"
"6792-6","Potassium","SRat","24H","Stool","Qn","","CHEM","2.73","MIN","","ACTIVE","","1","","","","","Y","1 day; 24 hours; 24HR; Bowel movement; Chemistry; Faecal; Faeces; Fecal; Feces; Gastro; Gastroenterology; GI; k; K+; Potass; QNT; Quan; Quant; Quantitative; sRate; Stl; Stool = Fecal; Substance Rate","Potassium 24h Stl-sRate","Both","","","mEq/d","Potassium [Moles/time] in 24 hour Stool","mmol/(24.h)","","","","15282","0","","","","","","1.0h(2)","","Potassium (24H Stl) [Moles/Time]"
"68366-4","Bacteria","Prid","Pt","^BPU","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; Blood product unit; Blood Product Unit (Pack); C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria BPU Cult","Both","","","","Bacteria identified in Blood product unit by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","15231","0","","","","","","2.38","","Bacteria identified Cx Nom (BPU)"
"6940-1","Potassium","SRat","XXX","Stool","Qn","","CHEM","2.73","MIN","","ACTIVE","","1","","","","","Y","?Tm; Bowel movement; Chemistry; Faecal; Faeces; Fecal; Feces; Gastro; Gastroenterology; GI; k; K+; Potass; QNT; Quan; Quant; Quantitative; sRate; Stl; Stool = Fecal; Substance Rate","Potassium ?Tm Stl-sRate","Both","","","","Potassium [Moles/time] in unspecified time Stool","","","","","17962","0","","","","","","1.0h(2)","","Potassium Unsp time (Stl) [Moles/Time]"
"72340-3","Bacteria","PrThr","Pt","Prostatic fld","Ord","Microscopy.light","HEM/BC","2.56","MIN","Testing for bacteria in expressed prostatic secretions (EPS) is useful for evaluating prostatitis or a prostate infection.","ACTIVE","","1","","","","","","Bact; EPS; expressed prostatic secretion; HEMATOLOGY/CELL COUNTS; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; Prost; Prost fld; Prostate; Prostate secretion; Prostati; Prostatic secretion; QL; Qual; Qualitative; Random; Screen","Bacteria Prost fld Ql Micro","Both","","","","Bacteria [Presence] in Prostatic fluid by Light microscopy","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","0","0","","","","","","2.42","","Bacteria LM Ql (Prost fld)"
"73960-7","Bacteria","Prid","Pt","Mouth","Nom","Culture","MICRO","2.78","NAM","Organism identified in specimen from mouth swab.  The answers provided with this term is are example results and not a comprehensive list.","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Oral; Point in time; Random","Bacteria Mouth Cult","Observation","","","","Bacteria identified in Mouth by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.44","","Bacteria identified Cx Nom (Mouth)"
"74348-4","Bacteria","Prid","Pt","Bone^Donor","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; BON; C&S; Cult; Cultures; Donr; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Bone Donr Aerobe Cult","Both","","","","Bacteria identified in Bone from Donor by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.46","","Bacteria identified Aer cx Nom (Bone donor)"
